user_id,username,office,time_slots,lunch_duration,favorite_places,disliked_places,company_size,last_updated
262037495,agmikheeva,Аврора,11:00-16:30,60,Mama;Snedi,Mama,3-5;2,2025-07-25T17:38:32Z
106133663,evenolt,Аврора,12:00-15:00,60,Mama;Snedi,Quick Bite,3-5,2025-07-25T18:08:03Z
264066680,ksuabr,Аврора,12:00-14:00,30,Mama,Burger King,3-5,2025-07-25T18:02:47Z
364161809,nim_85620,Аврора,14:00-15:00,45,Mama;Snedi,Quick Bite,3-5,2025-07-25T18:08:13Z
